Id,Label,timeset,pageranks
announcements/pr-iuc29.html,,,0.00035
announcements/pr-iuc29-2.html,,,0.00035
announcements/pr-iuc29-3.html,,,0.00035
announcements/pr-iuc29-4.html,,,0.00035
announcements/pr-iuc29-5.html,,,0.00035
announcements/pr-iuc29-6.html,,,0.00035
announcements/pr-iuc29-7.html,,,0.00035
announcements/pr-iuc30.html,,,0.00035
announcements/pr-iuc30-2.html,,,0.00035
announcements/pr-iuc30-3.html,,,0.00035
announcements/pr-iuc30-4.html,,,0.00035
announcements/pr-iuc30-5.html,,,0.00035
announcements/pr-iuc30-6.html,,,0.00035
announcements/pr-iuc31-1.html,,,0.00035
announcements/pr-iuc31-2.html,,,0.00035
announcements/pr-iuc31-3.html,,,0.00035
announcements/pr-iuc32-cfp.html,,,0.00035
announcements/pr-iuc33-1.html,,,0.00035
announcements/pr-iuc34-1.html,,,0.00035
announcements/pr-iuc35-1.html,,,0.00035
announcements/pr-iuc35-2.html,,,0.00035
announcements/pr-sbm.html,,,0.00035
announcements/pr-ucd5.0.html,,,0.000355
announcements/pr-udhr.html,,,0.00035
announcements/pr-uli.html,,,0.00035
announcements/ToUnicode.pdf,,,0.000353
applyingforgrants.html,,,0.000364
faq/compression.html,,,0.000397
attribution.html#AF,,,0.000544
faq/ligature_digraph.html,,,0.000374
faq/line_breaking.html,,,0.000374
faq/normalization.html,,,0.000411
faq/programming.html,,,0.000374
faq/security.html,,,0.000397
faq/utf_bom.html,,,0.000444
faq/vs.html,,,0.000383
faq/font_keyboard.html,,,0.000416
attribution.html#AJ,,,0.000368
faq/indic.html,,,0.00047
faq/unicode_web.html,,,0.000374
attribution.html#AP,,,0.000369
attribution.html#CW,,,0.000359
attribution.html#DA,,,0.000355
faq/conversion_mapping.html,,,0.000374
attribution.html#DB,,,0.000373
attribution.html#DE,,,0.000367
faq/unicode_iso.html,,,0.000382
attribution.html#EH,,,0.000373
attribution.html#EM,,,0.00046
faq/greek.html,,,0.000374
faq/tamil.html,,,0.000387
faq/ucd.html,,,0.000374
faq/han_cjk.html,,,0.000388
attribution.html#GR,,,0.000358
attribution.html#JA,,,0.000358
attribution.html#JC,,,0.000383
attribution.html#JDA,,,0.000364
faq/bidi.html,,,0.000397
attribution.html#JJ,,,0.00045
faq/internationalization.html,,,0.000374
faq/korean.html,,,0.000386
attribution.html#JS,,,0.000383
attribution.html#KW,,,0.000367
faq/middleeast.html,,,0.000397
attribution.html#LM,,,0.000384
attribution.html#MC,,,0.000359
attribution.html#MD,,,0.000404
faq/specifications.html,,,0.000461
attribution.html#MK,,,0.000404
faq/collation.html,,,0.000397
attribution.html#MS,,,0.000425
attribution.html#PC,,,0.000375
attribution.html#RC,,,0.000367
attribution.html#SO,,,0.000364
attribution.html#TO,,,0.000358
basic_q.html,,,0.000355
bmp/,,,0.000372
casestudy/cases/eBayUTF-8DBMigration.pdf,,,0.000366
casestudy/cases/JustSystemsSuccessStory.pdf,,,0.000366
casestudy/cases/UnicodeInEducation.pdf,,,0.000399
casestudy/cases/UnicodeInMobilePhones.pdf,,,0.000366
casestudy/cases/Yokoyama.pdf,,,0.000399
L2/L2search.html,,,0.000379
cgi-bin/GetMatchingDocs.pl?,,,0.000375
L2/L-curdoc.htm,,,0.000462
cgi-bin/GetMatchingDocs.pl?L2/17-072,,,0.000348
faq/emoji_dingbats.html,,,0.000441
cgi-bin/GetUnihanData.pl?codepoint=%E5%AD%97,,,0.000355
cgi-bin/GetUnihanData.pl?codepoint=%E6%96%87,,,0.000355
cgi-bin/GetUnihanData.pl?codepoint=%E7%B5%B5,,,0.000355
charindex.html,,,0.00037
charts/unihan.html,,,0.000444
charts/charindex.html,,,0.000436
faq/basic_q.html,,,0.000403
faq/blocks_ranges.html,,,0.000374
reports/tr17/,,,0.000393
reports/tr35/,,,0.000498
charts/About.html,,,0.000355
wg2/,,,0.000437
charts/About.html#iso10646,,,0.00036
charts/aboutcharindex.html,,,0.000347
charts/case/,,,0.000668
reports/tr21/charts/,,,0.00036
reports/tr10/charts/,,,0.00036
charts/collation/,,,0.000961
reports/tr24/charts/,,,0.00036
faq/myanmar.html,,,0.000374
charts/collation/chart_Myanmar.html,,,0.000357
charts/fonts.html,,,0.000413
charts/nameslist/,,,0.000356
charts/normalization/,,,0.000701
reports/tr15/charts/,,,0.00036
charts/PDF/U0080.pdf,,,0.000356
faq/bengali.html,,,0.000387
charts/PDF/U0980.pdf,,,0.000379
charts/PDF/U1000.pdf,,,0.000357
charts/PDF/UA9E0.pdf,,,0.000357
charts/PDF/UAA60.pdf,,,0.000357
charts/PDF/Unicode-11.0/,,,0.000352
charts/unihanrsindex.html,,,0.000352
choosing.html,,,0.000364
cldr,,,0.000352
cldr/,,,0.000541
consortium/join.html,,,0.000623
consortium/tc-procedures.html,,,0.000471
faq/named_sequences.html,,,0.000374
policies/policies.html,,,0.000882
reports/tr10/,,,0.00057
cldr/apps/survey/,,,0.000353
cldr/charts/latest/supplemental/territory_containment_un_m_49.html,,,0.000348
cldr/data/charts/supplemental/languages_and_scripts.html,,,0.000404
cldr/comparison_charts.html,,,0.000389
cldr/corrigenda.html,,,0.00036
cldr/data/charts/supplemental/language_territory_information.html,,,0.00038
onlinedat/online.html,,,0.000497
cldr/data/common/collation/,,,0.000353
cldr/data/common/main/el.xml,,,0.000348
cldr/data/common/supplemental/,,,0.000353
cldr/data/common/supplemental/supplementalData.xml,,,0.00038
cldr/data/common/transforms/,,,0.000353
cldr/data/diff/,,,0.000348
cldr/data/diff/supplemental/supplemental.html,,,0.000353
cldr/dtd/1.1/ldml-example.xml,,,0.000348
cldr/dtd/1.1/ldmlICU.dtd,,,0.000348
cldr/dtd/1.1/ldmlOpenOffice.dtd,,,0.000348
cldr/dtd/33/,,,0.000348
cldr/filing_bug_reports.html,,,0.000394
cldr/filing_bug_reports.html#Exemplar_Characters,,,0.000353
cldr/index.html,,,0.000353
cldr/latest/common/bcp47,,,0.000348
cldr/latest/common/validity/language.xml,,,0.000348
cldr/latest/common/validity/region.xml,,,0.000348
cldr/latest/common/validity/script.xml,,,0.000348
cldr/latest/common/validity/subdivision.xml,,,0.000348
cldr/latest/common/validity/unit.xml,,,0.000348
cldr/latest/common/validity/variant.xml,,,0.000348
cldr/procedures.html,,,0.000364
faq/faq_on_faqs.html,,,0.000374
cldr/repository_access.html,,,0.00035
cldr/survey_tool.html,,,0.000353
cldr/trac/newticket,,,0.000419
review/,,,0.000624
cldr/trac/report,,,0.000358
cldr/trac/ticket/10194,,,0.000348
cldr/trac/ticket/10669,,,0.000348
cldr/trac/ticket/10670,,,0.000348
cldr/trac/ticket/10850,,,0.000348
cldr/trac/ticket/10926,,,0.000348
cldr/trac/ticket/10931,,,0.000348
cldr/trac/ticket/10948,,,0.000348
cldr/utility/,,,0.000356
faq/idn.html,,,0.000395
cldr/utility/bidi.jsp,,,0.000355
faq/punctuation_symbols.html,,,0.000374
cldr/utility/character.jsp?a=2010,,,0.000386
cldr/utility/character.jsp?a=2212,,,0.000386
cldr/utility/character.jsp?a=2488,,,0.000355
cldr/utility/confusables.jsp,,,0.000355
cldr/utility/idna.jsp,,,0.000355
cldr/utility/list-unicodeset.jsp?a=%5B%3Aemoji%3A%5D&g=emoji,,,0.000361
cldr/utility/list-unicodeset.jsp?a=%5B:toNFKC=/%5C./:%5D,,,0.000355
cldr/utility/list-unicodeset.jsp?a=[%3AMymr%3A]&g=,,,0.000357
cldr/utility/list-unicodeset.jsp?a=[\p{Block%3DCJK_Unified_Ideographs}\p{Block%3DCJK_Compatibility_Ideographs}-\P{unified_ideograph}],,,0.000356
cldr/utility/list-unicodeset.jsp?a=[\p{unified+ideograph}-\p{Block%3DCJK_Unified_Ideographs}-\p{Block%3DCJK_Compatibility_Ideographs}],,,0.000356
cldr/utility/transform.jsp,,,0.000363
codechanges.html,,,0.000446
iso15924/iso15924form.html,,,0.000355
codelists.html,,,0.000395
collation/,,,0.000397
collation/ducet-changes.html,,,0.000373
collation/ducet-criteria.html,,,0.00039
versions/index.html,,,0.000413
components-3.1.1.html,,,0.000354
faq/membership.html,,,0.000374
conference/bulldog.html,,,0.000385
conference/haiku.html,,,0.00035
conference/uni-haiku.html,,,0.00035
consortium/index.html,,,0.00037
consort.html,,,0.000661
consortium/aac-some-sponsors.gif,,,0.000375
consortium/aboutdonations.html,,,0.000383
consortium/applyingforgrants.html,,,0.000355
consortium/California-FTB-Letter.pdf,,,0.000362
consortium/distlist.html,,,0.000823
consortium/memblogo.html,,,0.000406
consortium/why_join.html,,,0.000535
reporting.html,,,0.001083
consortium/directors.html,,,0.000623
history/boardmembers.html,,,0.000436
history/previousofficers.html,,,0.000436
consortium/directors.html#execofficers,,,0.000368
consortium/directors.html#techofficers,,,0.000368
faq/,,,0.001784
faq/attribution.html,,,0.000397
review/pri372/,,,0.000375
consortium/distlist.html#cldr_list,,,0.000385
consortium/distlist.html#uni_list,,,0.00039
consortium/guideform.html,,,0.00035
consortium/IRS-Letter-of-Determination.pdf,,,0.000418
consortium/joinform.html,,,0.00043
consortium/levels.html,,,0.000437
consortium/levels.html#associate,,,0.0004
history/contributors.html,,,0.000443
consortium/levels.html#discount,,,0.000414
consortium/levels.html#full,,,0.0004
consortium/levels.html#individual,,,0.000383
consortium/levels.html#institute,,,0.00041
consortium/levels.html#liaison,,,0.000366
consortium/levels.html#student,,,0.000379
consortium/levels.html#support,,,0.0004
consortium/liaison-members.html,,,0.000352
consortium/members.html,,,0.000561
consortium/memblogo.html#indiv,,,0.000375
help/display_problems.html,,,0.000418
consortium/newcomer.html#media,,,0.000364
consortium/otherorganizations.html,,,0.000368
consortium/positions.html,,,0.000433
consortium/utc-minutes.html,,,0.000473
consortium/tc-procedures.html#13,,,0.000361
consortium/Unicode-Bylaws.pdf,,,0.000412
L2/meetings/utc-meetings.html,,,0.000418
consortium/utc-minutes/UTC-080-199906.html,,,0.000351
consortium/utc-minutes/UTC-081-199910.html,,,0.000351
consortium/utc-minutes/UTC-082-200001.html,,,0.000351
consortium/utc-minutes/UTC-083-200004.html,,,0.000351
consortium/utc-minutes/UTC-084-200008.html,,,0.000351
consortium/utc-minutes/UTC-085-200011.html,,,0.000351
consortium/utc-minutes/UTC-086-200101.html,,,0.000351
consortium/utc-minutes/UTC-087-200105.html,,,0.000351
consortium/utc-minutes/UTC-088-200108.html,,,0.000351
consortium/utc-minutes/UTC-089-200111.html,,,0.000351
consortium/utc-minutes/UTC-090-200202.html,,,0.000351
consortium/utc-minutes/UTC-091-200205.html,,,0.000351
consortium/utc-minutes/UTC-092-200208.html,,,0.000351
consortium/utc-minutes/UTC-093-200211.html,,,0.000351
consortium/utc-minutes/UTC-094-200303.html,,,0.000351
consortium/utc-minutes/UTC-095-200306.html,,,0.000351
consortium/utc-minutes/UTC-096-200308.html,,,0.000351
consortium/utc-minutes/UTC-097-200311.html,,,0.000351
consortium/utc-minutes/UTC-098-200402.html,,,0.000351
consortium/utc-minutes/UTC-099-200406.html,,,0.000351
consortium/utc-minutes/UTC-100-200408.html,,,0.000351
consortium/utc-minutes/UTC-101-200411.html,,,0.000351
consortium/utc-minutes/UTC-102-200502.html,,,0.000351
consortium/utc-minutes/UTC-103-200505.html,,,0.000351
consortium/utc-minutes/UTC-104-200508.html,,,0.000351
consortium/utc-minutes/UTC-105-200511.html,,,0.000351
consortium/utc-minutes/UTC-106-200602.html,,,0.000351
consortium/utc-minutes/UTC-107-200605.html,,,0.000351
consortium/utc-minutes/UTC-108-200608.html,,,0.000351
consortium/utc-minutes/UTC-109-200611.html,,,0.000351
consortium/utc-minutes/UTC-110-200702.html,,,0.000351
consortium/utc-minutes/UTC-111-200705.html,,,0.000351
consortium/utc-minutes/UTC-112-200708.html,,,0.000351
consortium/utc-minutes/UTC-113-200710.html,,,0.000351
consortium/utc-minutes/UTC-114-200802.html,,,0.000351
consortium/utc-minutes/UTC-115-200805.html,,,0.000351
consortium/utc-minutes/UTC-116-200808.html,,,0.000351
consortium/utc-minutes/UTC-117-200811.html,,,0.000351
consortium/utc-minutes/UTC-118-200902.html,,,0.000351
consortium/utc-minutes/UTC-119-200905.html,,,0.000351
consortium/utc-minutes/UTC-120-200908.html,,,0.000351
consortium/utc-minutes/UTC-121-200911.html,,,0.000351
consortium/utc-minutes/UTC-122-201002.html,,,0.000351
consortium/utc-minutes/UTC-123-201005.html,,,0.000351
consortium/utc-minutes/UTC-124-201008.html,,,0.000351
consortium/utc-minutes/UTC-125-201011.html,,,0.000351
consortium/utc-minutes/UTC-126-201102.html,,,0.000351
consortium/utc-minutes/UTC-127-201105.html,,,0.000351
consortium/utc-minutes/UTC-128-201108.html,,,0.000351
consortium/utc-minutes/UTC-130-201202.html,,,0.000351
consortium/utc-minutes/UTC-131-201205.html,,,0.000351
consortium/utc-minutes/UTC-133-2012011.html,,,0.000351
consortium/utc-minutes/UTC-134-201301.html,,,0.000351
consortium/utc-minutes/UTC-135-201305.html,,,0.000351
consortium/utc-positions.html,,,0.000369
consortium/utc-procedures.html,,,0.000369
copyright.html,,,0.003606
history/earlyyears.html,,,0.000436
contacts.html#1,,,0.000397
contacts.html#5,,,0.000404
contributing.html,,,0.000365
contributors.html,,,0.000365
conversion_mapping.html#3,,,0.000383
faq/alpha_soup.html,,,0.000401
faq/char_combmark.html,,,0.000417
faq/cope_change.html,,,0.000374
faq/emoji_submission.html,,,0.000389
faq/languagetagging.html,,,0.000374
faq/private_use.html,,,0.00038
faq/sdos.html,,,0.000411
faq/unsup_char.html,,,0.000401
history/20thceleb/20thceleb.html,,,0.000424
history/hartinterview.html,,,0.000397
history/hartmemo.html,,,0.000397
history/museum.html,,,0.000436
history/photoalbum/,,,0.000436
history/publicationdates.html,,,0.000482
history/summary.html,,,0.000436
history/versionone.html,,,0.000413
ivd/,,,0.000457
policies/lastresortfont_eula.html,,,0.000484
Public/UNIDATA/NamesList.html,,,0.00036
resources/,,,0.00059
ucd/,,,0.000657
data/2007-12-14,,,0.000374
data/2010-11-14,,,0.000374
data/2012-03-02,,,0.000374
data/2014-05-16,,,0.000374
data/2016-08-15,,,0.000374
data/2017-12-12,,,0.000374
develop.html,,,0.000395
distlist.html,,,0.000364
distlist-cldr-users.html,,,0.000366
distlist-indic.html,,,0.000366
distlist-uli-users.html,,,0.000366
distlist-unicode.html,,,0.000366
downloads.html,,,0.000365
emoji.html,,,0.000401
emoji/charts/,,,0.000355
emoji/charts/emoji-released.html,,,0.000395
emoji/charts/emoji-versions.html,,,0.000371
emoji/charts/index.html,,,0.000357
emoji/charts-11.0/emoji-released.html,,,0.000352
emoji/future/emoji-candidates.html,,,0.000367
emoji/images.html,,,0.00037
emoji/index.html,,,0.000361
emoji/selection.html,,,0.000425
emoji_dingbats.html,,,0.000379
emoji_submission.html,,,0.000355
enumeratedversions.html,,,0.000354
errata/index.html,,,0.000351
erratafixed.html,,,0.000352
faq,,,0.000436
faq/alpha_soup.html#IETF,,,0.000361
faq/alpha_soup.html#ISO,,,0.000361
faq/alpha_soup.html#W3C,,,0.000361
faq/attribution.html#AF,,,0.000412
faq/attribution.html#CWC,,,0.000357
faq/attribution.html#JC,,,0.00038
faq/attribution.html#JDA,,,0.000358
faq/attribution.html#KP,,,0.000363
faq/attribution.html#KW,,,0.000364
faq/attribution.html#MD,,,0.000363
faq/attribution.html#OS,,,0.000356
faq/attribution.html#PC,,,0.000366
faq/attribution.html#SRL,,,0.000357
faq/casemap_charprop.html#11,,,0.000355
faq/casemap_charprop.html#14,,,0.000355
faq/char_combmark.html#12,,,0.000358
faq/char_combmark.html#13,,,0.000358
faq/char_combmark.html#17,,,0.000384
faq/han_cjk.html#3,,,0.000355
faq/hex-digit-values.txt,,,0.000356
faq/indic.html#15,,,0.000359
faq/ligature_digraph.html#3,,,0.000363
faq/ligature_digraph.html#Dig2,,,0.000363
faq/ligature_digraph.html#PForms,,,0.000384
faq/normalization.html#8,,,0.00037
faq/private_use.html#noncharacters,,,0.000379
faq/private_use.html#privateuse,,,0.000356
faq/utf_bom.html#bom1,,,0.000366
faq/utf_bom.html#utf16-11,,,0.000361
font_keyboard.html#3,,,0.000355
font_keyboard.html#7,,,0.000358
font_policy.html,,,0.000367
fonts.html,,,0.000388
fr/,,,0.000423
ftp://ftp.iana.org/tz/releases/,,,0.000348
ftp://ftp.unicode.org/Public,,,0.000389
ftp://ftp.unicode.org/Public/UCD/latest/ucd/CaseFolding.txt,,,0.000356
ftp://ftp.unicode.org/Public/UCD/latest/ucd/SpecialCasing.txt,,,0.000356
ftp://ftp.unicode.org/Public/UCD/latest/ucd/UnicodeData.txt,,,0.000356
ftp://www.unicode.org/Public,,,0.000359
ftp://www.unicode.org/Public/UCD/latest/,,,0.000373
glossary,,,0.000354
glossary/#grapheme,,,0.000363
glossary/index.html#unicode,,,0.000352
glossary/index.html#utf_16_encoding_form,,,0.000352
glossary/index.html#utf_16_encoding_scheme,,,0.000352
glossary/index.html#utf_32_encoding_form,,,0.000352
glossary/index.html#utf_32_encoding_scheme,,,0.000352
glossary/index.html#utf_8_encoding_form,,,0.000352
glossary/index.html#utf_8_encoding_scheme,,,0.000352
help/translation.html,,,0.000369
history/20thceleb/DeLaHuntSong.mp3,,,0.000367
history/20thceleb/IUC32pictures.html,,,0.000401
history/20thceleb/McKenna-VinePoetry.mp3,,,0.000367
history/20thceleb/TexinLimerick.mp3,,,0.000367
history/20thceleb/Trivia.mp3,,,0.000367
history/EarthwebCommercial.avi,,,0.000366
history/first-pr.htm,,,0.000366
history/movie/CorneliusSong.MOV,,,0.000367
history/movie/DeLaHuntSong.MOV,,,0.000367
history/movie/McKennaPoetry.MOV,,,0.000367
history/movie/TexinLimeric.MOV,,,0.000367
history/movie/Uni-44kStereo.mp3,,,0.000366
history/movie/UniMovie-large.mov,,,0.000366
history/movie/UniMovie-small.mov,,,0.000366
history/photoalbum/dinner.html,,,0.00038
history/photoalbum/irg2007.html,,,0.00038
history/photoalbum/magda10yrs.html,,,0.00038
history/photoalbum/TUS5.html,,,0.00038
history/photoalbum/utc118.html,,,0.00038
history/unicode88.pdf,,,0.000401
history/unicodeMOV.mov,,,0.000366
history/unicodeWMV.wmv,,,0.000366
http://.com,,,0.000355
http://192.0.2.1,,,0.000429
http://aa.usno.navy.mil/faq/docs/UT.php,,,0.000348
http://appsrv.cse.cuhk.edu.hk/~irg/,,,0.000402
http://bb.at,,,0.000355
http://BB.at,,,0.000355
http://bby.com,,,0.000355
http://Bcher.de,,,0.000355
http://billposer.org/Software/unidesc.html,,,0.000356
http://blog.typekit.com/2016/03/28/strengthening-the-fabric-of-digital-communications-support-the-unicode-consortium/,,,0.000364
http://blog.unicode.org/,,,0.000402
http://blog.unicode.org/2009/10/unicode-announcement-unicode-520.html,,,0.000351
http://blog.unicode.org/2010/10/unicode-version-60-support-for-popular.html,,,0.000351
http://blog.unicode.org/2011/02/unicode-version-60-complete-text-of.html,,,0.000351
http://blog.unicode.org/2012/01/announcing-unicode-standard-version-61.html,,,0.000351
http://blog.unicode.org/2012/04/unicode-version-61-complete-text-of.html,,,0.000351
http://blog.unicode.org/2012/09/announcing-unicode-standard-version-62.html,,,0.000351
http://blog.unicode.org/2012/11/the-unicode-6.html,,,0.000351
http://blog.unicode.org/2013/09/announcing-unicode-standard-version-63.html,,,0.000351
http://blog.unicode.org/2014/06/announcing-unicode-standard-version-70.html,,,0.000351
http://blog.unicode.org/2014/10/unicode-version-70-complete-text-of.html,,,0.000351
http://blog.unicode.org/2015/06/announcing-unicode-standard-version-80.html,,,0.000351
http://blog.unicode.org/2015/08/unicode-version-80-complete-text-of.html,,,0.000351
http://blog.unicode.org/2016/06/announcing-unicode-standard-version-90.html,,,0.000351
http://blog.unicode.org/2016/06/encoding-mayan-script-your-adopt.html,,,0.000364
http://blog.unicode.org/2016/07/adopt-character-grant-to-support.html,,,0.000364
http://blog.unicode.org/2016/07/unicode-version-90-complete-text-of.html,,,0.000351
http://blog.unicode.org/2016/12/adopt-character-grant-to-support-indic.html,,,0.000364
http://blog.unicode.org/2017/06/announcing-unicode-standard-version-100.html,,,0.000351
http://blog.unicode.org/2017/07/adopt-character-grant-to-support-three.html,,,0.000364
http://blog.unicode.org/2017/08/unicode-100-paperback-available.html,,,0.000351
http://blog.unicode.org/2018/02/adopt-character-grant-to-support-three.html,,,0.000393
http://blog.unicode.org/2018/02/unicode-emoji-110-characters-now-final.html,,,0.000375
http://blog.unicode.org/2018/02/unicode-emoji-110-characters-now-ready.html,,,0.000375
http://blog.unicode.org/2018/03/cldr-version-33-released.html,,,0.000375
http://blog.unicode.org/2018/03/icu-61-released.html,,,0.000375
http://blog.unicode.org/2018/04/submissions-open-for-2020-emoji.html,,,0.000375
http://blog.unicode.org/2018/05/emoji-draft-candidates-for-2019.html,,,0.000375
http://blog.unicode.org/2018/06/announcing-unicode-standard-version-110.html,,,0.000386
http://blog.unicode.org/feeds/posts/default?alt=rss,,,0.000389
http://blogs.technet.com/srd/archive/2009/05/18/more-information-about-the-iis-authentication-bypass.aspx,,,0.000367
http://ccnmtl.columbia.edu/projects/mmt/udhr/,,,0.000365
http://checkers.peoplesoft.com/events.nsf/07dd07bae4e2a86b8825666700767bbf/f59d0dfabda3a051882569190047a690?OpenDocument,,,0.000353
http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.41.9729,,,0.000353
http://cldr./,,,0.000375
http://cldr./index,,,0.000375
http://cldr./index/bug-reports,,,0.000375
http://cldr./index/charts,,,0.000375
http://cldr./index/cldr-spec,,,0.000375
http://cldr./index/downloads,,,0.000375
http://cldr./index/process,,,0.000375
http://cldr./index/survey-tool,,,0.000375
http://cldr.unicode.org,,,0.000415
http://cldr.unicode.org/,,,0.000536
http://cldr.unicode.org/development/updating-dtds,,,0.000348
http://cldr.unicode.org/index,,,0.000395
http://cldr.unicode.org/index#TOC-General-Schedule-,,,0.000353
http://cldr.unicode.org/index/acknowledgments,,,0.000404
http://cldr.unicode.org/index/bcp47-extension,,,0.000348
http://cldr.unicode.org/index/bug-reports,,,0.000528
