Id,Label,timeset,pageranks,eigencentrality
casestudy/,,,0.000459,0.138823
education/,,,0.000478,0.081474
education/consortwork.html,,,0.000467,0.081474
education/ngos.html,,,0.00046,0.077365
education/students.html,,,0.000454,0.077365
press/,,,0.000436,0.070812
standard/tutorial-info.html,,,0.000517,0.159407
announcements/AsciiBarrier.pdf,,,0.000355,0.007377
announcements/boilerplate.html,,,0.000392,0.068068
announcements/change.html,,,0.000356,0.007325
announcements/DerSpiegel35.pdf,,,0.000355,0.007377
announcements/InternationalSupport.pdf,,,0.000355,0.007377
announcements/kissascii.pdf,,,0.000355,0.007377
announcements/pr-3.0.html,,,0.000357,0.017073
versions/enumeratedversions.html,,,0.000639,0.18387
announcements/pr-3.2.html,,,0.000357,0.017073
announcements/pr-4.0.html,,,0.000357,0.017073
announcements/pr-4.0Book.html,,,0.000357,0.017073
announcements/pr-4.1.html,,,0.000354,0.009747
announcements/pr-4.1-french.html,,,0.000352,0.007325
announcements/pr-401.html,,,0.000357,0.017073
announcements/pr-5.0.html,,,0.000357,0.017073
announcements/pr-5.0preorders.html,,,0.000352,0.007325
announcements/pr-5.1.html,,,0.000357,0.017073
announcements/pr-6.0.html,,,0.000352,0.007325
announcements/pr-6.0-core.html,,,0.000352,0.007325
announcements/pr-cldr.html,,,0.000352,0.007325
announcements/pr-cldr1.1.html,,,0.000352,0.007325
announcements/pr-cldr1.2.html,,,0.000352,0.007325
announcements/pr-cldr1.3.html,,,0.000352,0.007325
announcements/pr-cldr1.4.html,,,0.000352,0.007325
announcements/pr-cldr1.4s.html,,,0.000352,0.007325
announcements/pr-cldr1.5.html,,,0.000352,0.007325
announcements/pr-cldr1.5s.html,,,0.000352,0.007325
announcements/pr-cldr1.6.html,,,0.000352,0.007325
announcements/pr-cldr1.7.html,,,0.000352,0.007325
announcements/pr-cldr1.71.html,,,0.000352,0.007325
announcements/pr-cldr1.72.html,,,0.000352,0.007325
announcements/pr-cldr1.8.html,,,0.000352,0.007325
announcements/pr-cldr1.8-fr.html,,,0.000352,0.007325
announcements/pr-cldr19.html,,,0.000352,0.007325
announcements/pr-cldr2.html,,,0.000352,0.007325
announcements/pr-iuc19.html,,,0.000352,0.007325
announcements/pr-iuc20.html,,,0.000352,0.007325
announcements/pr-iuc21.html,,,0.000352,0.007325
announcements/pr-iuc22.html,,,0.000352,0.007325
announcements/pr-iuc24.html,,,0.000352,0.007325
announcements/pr-iuc25.html,,,0.000352,0.007325
announcements/pr-iuc29.html,,,0.000352,0.007325
announcements/pr-iuc29-2.html,,,0.000352,0.007325
announcements/pr-iuc29-3.html,,,0.000352,0.007325
announcements/pr-iuc29-4.html,,,0.000352,0.007325
announcements/pr-iuc29-5.html,,,0.000352,0.007325
announcements/pr-iuc29-6.html,,,0.000352,0.007325
announcements/pr-iuc29-7.html,,,0.000352,0.007325
announcements/pr-iuc30.html,,,0.000352,0.007325
announcements/pr-iuc30-2.html,,,0.000352,0.007325
announcements/pr-iuc30-3.html,,,0.000352,0.007325
announcements/pr-iuc30-4.html,,,0.000352,0.007325
announcements/pr-iuc30-5.html,,,0.000352,0.007325
announcements/pr-iuc30-6.html,,,0.000352,0.007325
announcements/pr-iuc31-1.html,,,0.000352,0.007325
announcements/pr-iuc31-2.html,,,0.000352,0.007325
announcements/pr-iuc31-3.html,,,0.000352,0.007325
announcements/pr-iuc32-cfp.html,,,0.000352,0.007325
announcements/pr-iuc33-1.html,,,0.000352,0.007325
announcements/pr-iuc34-1.html,,,0.000352,0.007325
announcements/pr-iuc35-1.html,,,0.000352,0.007325
announcements/pr-iuc35-2.html,,,0.000352,0.007325
announcements/pr-sbm.html,,,0.000352,0.007325
announcements/pr-ucd5.0.html,,,0.000357,0.017073
announcements/pr-udhr.html,,,0.000352,0.007325
announcements/pr-uli.html,,,0.000352,0.007325
announcements/ToUnicode.pdf,,,0.000355,0.007377
applyingforgrants.html,,,0.00036,0.004857
faq/compression.html,,,0.000389,0.079385
attribution.html#AF,,,0.000935,0.031571
faq/ligature_digraph.html,,,0.000374,0.025961
faq/line_breaking.html,,,0.000374,0.025961
faq/normalization.html,,,0.000407,0.028225
faq/programming.html,,,0.000374,0.025961
faq/security.html,,,0.000389,0.079385
faq/utf_bom.html,,,0.000458,0.138746
faq/vs.html,,,0.000381,0.031242
faq/font_keyboard.html,,,0.000441,0.089148
attribution.html#AJ,,,0.0004,0.010568
faq/indic.html,,,0.000489,0.099254
faq/unicode_web.html,,,0.000374,0.025961
attribution.html#AP,,,0.000371,0.001912
attribution.html#CW,,,0.00036,0.005576
attribution.html#DA,,,0.000355,0.004991
faq/conversion_mapping.html,,,0.000374,0.025961
attribution.html#DB,,,0.000375,0.001912
attribution.html#DE,,,0.000398,0.004466
faq/unicode_iso.html,,,0.000382,0.030905
attribution.html#EH,,,0.000375,0.002185
attribution.html#EM,,,0.000456,0.018534
faq/greek.html,,,0.000374,0.025961
faq/tamil.html,,,0.000411,0.031857
faq/ucd.html,,,0.000374,0.025961
faq/han_cjk.html,,,0.000388,0.037151
attribution.html#GR,,,0.000357,0.002468
attribution.html#JA,,,0.000365,0.002468
attribution.html#JC,,,0.000406,0.003993
attribution.html#JDA,,,0.000364,0.00524
faq/bidi.html,,,0.000404,0.079385
attribution.html#JJ,,,0.000535,0.015749
faq/internationalization.html,,,0.000374,0.025961
faq/korean.html,,,0.000382,0.028613
attribution.html#JS,,,0.000413,0.002095
attribution.html#KW,,,0.000368,0.001912
faq/middleeast.html,,,0.000389,0.079385
attribution.html#LM,,,0.000415,0.004466
attribution.html#MC,,,0.00036,0.005576
attribution.html#MD,,,0.000391,0.016006
faq/specifications.html,,,0.000525,0.122067
attribution.html#MK,,,0.000404,0.006377
faq/collation.html,,,0.000389,0.079385
attribution.html#MS,,,0.000571,0.010843
attribution.html#PC,,,0.000378,0.006903
attribution.html#RC,,,0.000412,0.00746
attribution.html#SO,,,0.000364,0.004466
attribution.html#TO,,,0.000381,0.002468
basic_q.html,,,0.000355,0.004991
bmp/,,,0.000375,0.007929
casestudy/cases/eBayUTF-8DBMigration.pdf,,,0.000369,0.007504
casestudy/cases/JustSystemsSuccessStory.pdf,,,0.000369,0.007504
casestudy/cases/UnicodeInEducation.pdf,,,0.000403,0.026043
casestudy/cases/UnicodeInMobilePhones.pdf,,,0.000369,0.007504
casestudy/cases/Yokoyama.pdf,,,0.000403,0.026043
L2/L2search.html,,,0.000408,0.057931
cgi-bin/GetMatchingDocs.pl?,,,0.000377,0.003399
L2/L-curdoc.htm,,,0.000532,0.099767
cgi-bin/GetMatchingDocs.pl?L2/17-072,,,0.00035,0.005587
faq/emoji_dingbats.html,,,0.000466,0.139845
cgi-bin/GetUnihanData.pl?codepoint=%E5%AD%97,,,0.000356,0.007438
cgi-bin/GetUnihanData.pl?codepoint=%E6%96%87,,,0.000356,0.007438
cgi-bin/GetUnihanData.pl?codepoint=%E7%B5%B5,,,0.000356,0.007438
charindex.html,,,0.000369,0.025009
charts/unihan.html,,,0.000483,0.143689
charts/charindex.html,,,0.000473,0.106217
faq/basic_q.html,,,0.000455,0.083252
faq/blocks_ranges.html,,,0.000374,0.025961
reports/tr17/,,,0.000392,0.06712
reports/tr35/,,,0.000511,0.173291
charts/About.html,,,0.000355,0.004991
wg2/,,,0.000455,0.125727
charts/About.html#iso10646,,,0.000373,0.006764
charts/aboutcharindex.html,,,0.000348,0.005849
charts/case/,,,0.000663,0.008461
reports/tr21/charts/,,,0.000362,0.010633
reports/tr10/charts/,,,0.000362,0.010633
charts/collation/,,,0.000965,0.011182
reports/tr24/charts/,,,0.000362,0.010633
faq/myanmar.html,,,0.000374,0.025961
charts/collation/chart_Myanmar.html,,,0.000359,0.001912
charts/fonts.html,,,0.000428,0.017525
charts/nameslist/,,,0.000357,0.004272
charts/normalization/,,,0.0007,0.00507
reports/tr15/charts/,,,0.000362,0.010633
charts/PDF/U0080.pdf,,,0.000357,0.004624
faq/bengali.html,,,0.000411,0.031857
charts/PDF/U0980.pdf,,,0.000375,0.002232
charts/PDF/U1000.pdf,,,0.000359,0.001912
charts/PDF/UA9E0.pdf,,,0.000359,0.001912
charts/PDF/UAA60.pdf,,,0.000359,0.001912
charts/PDF/Unicode-11.0/,,,0.00037,0.016071
charts/unihanrsindex.html,,,0.000354,0.016071
choosing.html,,,0.000384,0.004857
cldr,,,0.000351,0.01233
cldr/,,,0.000527,0.133645
consortium/join.html,,,0.000697,0.221226
consortium/tc-procedures.html,,,0.000496,0.118095
faq/named_sequences.html,,,0.000374,0.025961
policies/policies.html,,,0.000858,0.225295
reports/tr10/,,,0.000591,0.154576
cldr/apps/survey/,,,0.000362,0.006963
cldr/charts/latest/supplemental/territory_containment_un_m_49.html,,,0.00035,0.009026
cldr/data/charts/supplemental/languages_and_scripts.html,,,0.000396,0.078208
cldr/comparison_charts.html,,,0.00039,0.020419
cldr/corrigenda.html,,,0.000373,0.019395
cldr/data/charts/supplemental/language_territory_information.html,,,0.000382,0.00443
onlinedat/online.html,,,0.000519,0.142351
cldr/data/common/collation/,,,0.000355,0.006963
cldr/data/common/main/el.xml,,,0.00035,0.009026
cldr/data/common/supplemental/,,,0.000355,0.006963
cldr/data/common/supplemental/supplementalData.xml,,,0.000382,0.00443
cldr/data/common/transforms/,,,0.000355,0.006963
cldr/data/diff/,,,0.00035,0.009026
cldr/data/diff/supplemental/supplemental.html,,,0.000355,0.006963
cldr/dtd/1.1/ldml-example.xml,,,0.00035,0.009026
cldr/dtd/1.1/ldmlICU.dtd,,,0.00035,0.009026
cldr/dtd/1.1/ldmlOpenOffice.dtd,,,0.00035,0.009026
cldr/dtd/33/,,,0.00035,0.009026
cldr/filing_bug_reports.html,,,0.000411,0.014162
cldr/filing_bug_reports.html#Exemplar_Characters,,,0.000355,0.006963
cldr/index.html,,,0.000355,0.006963
cldr/latest/common/bcp47,,,0.000352,0.009026
cldr/latest/common/validity/language.xml,,,0.00035,0.009026
cldr/latest/common/validity/region.xml,,,0.00035,0.009026
cldr/latest/common/validity/script.xml,,,0.00035,0.009026
cldr/latest/common/validity/subdivision.xml,,,0.00035,0.009026
cldr/latest/common/validity/unit.xml,,,0.00035,0.009026
cldr/latest/common/validity/variant.xml,,,0.00035,0.009026
cldr/procedures.html,,,0.000364,0.00524
faq/faq_on_faqs.html,,,0.000374,0.025961
cldr/repository_access.html,,,0.000352,0.007325
cldr/survey_tool.html,,,0.000362,0.006963
cldr/trac/newticket,,,0.000421,0.023195
review/,,,0.000692,0.224489
cldr/trac/report,,,0.000371,0.010369
cldr/trac/ticket/10194,,,0.00035,0.009026
cldr/trac/ticket/10669,,,0.00035,0.009026
cldr/trac/ticket/10670,,,0.00035,0.009026
cldr/trac/ticket/10850,,,0.00035,0.009026
cldr/trac/ticket/10926,,,0.00035,0.009026
cldr/trac/ticket/10931,,,0.000351,0.009026
cldr/trac/ticket/10948,,,0.00035,0.009026
cldr/utility/,,,0.000357,0.004624
faq/idn.html,,,0.000391,0.030691
cldr/utility/bidi.jsp,,,0.000355,0.002176
faq/punctuation_symbols.html,,,0.000374,0.025961
cldr/utility/character.jsp?a=2010,,,0.000388,0.001912
cldr/utility/character.jsp?a=2212,,,0.000388,0.001912
cldr/utility/character.jsp?a=2488,,,0.000362,0.002176
cldr/utility/confusables.jsp,,,0.000355,0.002176
cldr/utility/idna.jsp,,,0.000355,0.002176
cldr/utility/list-unicodeset.jsp?a=%5B%3Aemoji%3A%5D&g=emoji,,,0.000359,0.002955
cldr/utility/list-unicodeset.jsp?a=%5B:toNFKC=/%5C./:%5D,,,0.000355,0.002176
cldr/utility/list-unicodeset.jsp?a=[%3AMymr%3A]&g=,,,0.000359,0.001912
cldr/utility/list-unicodeset.jsp?a=[\p{Block%3DCJK_Unified_Ideographs}\p{Block%3DCJK_Compatibility_Ideographs}-\P{unified_ideograph}],,,0.000357,0.008484
cldr/utility/list-unicodeset.jsp?a=[\p{unified+ideograph}-\p{Block%3DCJK_Unified_Ideographs}-\p{Block%3DCJK_Compatibility_Ideographs}],,,0.000357,0.008484
cldr/utility/transform.jsp,,,0.000361,0.002081
codechanges.html,,,0.000458,0.010219
iso15924/iso15924form.html,,,0.000357,0.004755
codelists.html,,,0.000407,0.009399
collation/,,,0.000394,0.037809
collation/ducet-changes.html,,,0.000373,0.012949
collation/ducet-criteria.html,,,0.000386,0.024417
versions/index.html,,,0.000422,0.09595
components-3.1.1.html,,,0.000354,0.005253
faq/membership.html,,,0.000374,0.025961
conference/bulldog.html,,,0.000378,0.065184
conference/haiku.html,,,0.000352,0.007325
conference/uni-haiku.html,,,0.000352,0.007325
consortium/index.html,,,0.000372,0.004539
consort.html,,,0.000665,0.000801
consortium/aac-some-sponsors.gif,,,0.000376,0.054532
consortium/aboutdonations.html,,,0.000377,0.009152
consortium/applyingforgrants.html,,,0.000356,0.007438
consortium/California-FTB-Letter.pdf,,,0.000363,0.014313
consortium/distlist.html,,,0.000936,0.261764
consortium/memblogo.html,,,0.000441,0.07177
consortium/why_join.html,,,0.000589,0.143895
reporting.html,,,0.001148,0.26523
consortium/directors.html,,,0.00062,0.097418
history/boardmembers.html,,,0.000456,0.02811
history/previousofficers.html,,,0.000456,0.025986
consortium/directors.html#execofficers,,,0.000385,0.006501
consortium/directors.html#techofficers,,,0.000367,0.006501
faq/,,,0.001789,0.427442
faq/attribution.html,,,0.000395,0.025961
review/pri372/,,,0.000376,0.054532
consortium/distlist.html#cldr_list,,,0.000388,0.018764
consortium/distlist.html#uni_list,,,0.000393,0.013713
consortium/guideform.html,,,0.000352,0.007325
consortium/IRS-Letter-of-Determination.pdf,,,0.000431,0.035706
consortium/joinform.html,,,0.000479,0.021236
consortium/levels.html,,,0.000491,0.025422
consortium/levels.html#associate,,,0.000403,0.015944
history/contributors.html,,,0.00047,0.032555
consortium/levels.html#discount,,,0.000406,0.019324
consortium/levels.html#full,,,0.000403,0.015944
consortium/levels.html#individual,,,0.000382,0.015472
consortium/levels.html#institute,,,0.000413,0.020458
consortium/levels.html#liaison,,,0.000367,0.013561
consortium/levels.html#student,,,0.000381,0.0254
consortium/levels.html#support,,,0.000403,0.015944
consortium/liaison-members.html,,,0.000355,0.004186
consortium/members.html,,,0.000642,0.109565
consortium/memblogo.html#indiv,,,0.000376,0.054532
help/display_problems.html,,,0.000457,0.078301
consortium/newcomer.html#media,,,0.000364,0.00524
consortium/otherorganizations.html,,,0.000367,0.006501
consortium/positions.html,,,0.00044,0.053155
consortium/utc-minutes.html,,,0.000496,0.14923
consortium/tc-procedures.html#13,,,0.00037,0.002955
consortium/Unicode-Bylaws.pdf,,,0.000416,0.079551
L2/meetings/utc-meetings.html,,,0.000445,0.094709
consortium/utc-minutes/UTC-080-199906.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-081-199910.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-082-200001.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-083-200004.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-084-200008.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-085-200011.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-086-200101.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-087-200105.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-088-200108.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-089-200111.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-090-200202.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-091-200205.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-092-200208.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-093-200211.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-094-200303.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-095-200306.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-096-200308.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-097-200311.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-098-200402.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-099-200406.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-100-200408.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-101-200411.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-102-200502.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-103-200505.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-104-200508.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-105-200511.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-106-200602.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-107-200605.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-108-200608.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-109-200611.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-110-200702.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-111-200705.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-112-200708.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-113-200710.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-114-200802.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-115-200805.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-116-200808.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-117-200811.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-118-200902.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-119-200905.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-120-200908.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-121-200911.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-122-201002.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-123-201005.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-124-201008.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-125-201011.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-126-201102.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-127-201105.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-128-201108.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-130-201202.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-131-201205.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-133-2012011.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-134-201301.html,,,0.000353,0.007866
consortium/utc-minutes/UTC-135-201305.html,,,0.000353,0.007866
consortium/utc-positions.html,,,0.000363,0.050871
consortium/utc-procedures.html,,,0.000363,0.050871
copyright.html,,,0.003274,0.940274
history/earlyyears.html,,,0.000456,0.025986
contacts.html#1,,,0.000389,0.07492
contacts.html#5,,,0.000403,0.014005
contributing.html,,,0.000364,0.006165
contributors.html,,,0.000379,0.006165
conversion_mapping.html#3,,,0.000381,0.002095
faq/alpha_soup.html,,,0.000393,0.087105
faq/char_combmark.html,,,0.000413,0.051281
faq/cope_change.html,,,0.000374,0.025961
faq/emoji_submission.html,,,0.000385,0.029129
faq/languagetagging.html,,,0.000374,0.025961
faq/private_use.html,,,0.000377,0.038915
faq/sdos.html,,,0.000402,0.092248
faq/unsup_char.html,,,0.00039,0.036108
history/20thceleb/20thceleb.html,,,0.00041,0.020802
history/hartinterview.html,,,0.000383,0.00986
history/hartmemo.html,,,0.000383,0.00986
history/museum.html,,,0.000456,0.025986
history/photoalbum/,,,0.000456,0.025986
history/publicationdates.html,,,0.000505,0.06506
history/summary.html,,,0.000456,0.025986
history/versionone.html,,,0.000433,0.024173
ivd/,,,0.000506,0.133878
policies/lastresortfont_eula.html,,,0.000523,0.145751
Public/UNIDATA/NamesList.html,,,0.000362,0.01183
resources/,,,0.000628,0.216735
ucd/,,,0.000775,0.259026
data/2007-12-14,,,0.000377,0.007197
data/2010-11-14,,,0.000377,0.007197
data/2012-03-02,,,0.000377,0.007197
data/2014-05-16,,,0.000377,0.007197
data/2016-08-15,,,0.000377,0.007197
data/2017-12-12,,,0.000377,0.007197
develop.html,,,0.000398,0.009399
distlist.html,,,0.000365,0.015424
distlist-cldr-users.html,,,0.000367,0.013561
distlist-indic.html,,,0.000367,0.013561
distlist-uli-users.html,,,0.000367,0.013561
distlist-unicode.html,,,0.000367,0.013561
downloads.html,,,0.000364,0.006165
emoji.html,,,0.000414,0.015629
emoji/charts/,,,0.000356,0.007438
emoji/charts/emoji-released.html,,,0.000388,0.021811
emoji/charts/emoji-versions.html,,,0.000372,0.00562
emoji/charts/index.html,,,0.000358,0.002201
emoji/charts-11.0/emoji-released.html,,,0.000354,0.016071
emoji/future/emoji-candidates.html,,,0.000368,0.009516
emoji/images.html,,,0.000367,0.010393
emoji/index.html,,,0.000359,0.002955
emoji/selection.html,,,0.000483,0.026318
emoji_dingbats.html,,,0.000376,0.002125
emoji_submission.html,,,0.000356,0.007438
enumeratedversions.html,,,0.000378,0.005253
errata/index.html,,,0.000354,0.009747
erratafixed.html,,,0.000354,0.016071
faq,,,0.000455,0.034099
faq/alpha_soup.html#IETF,,,0.000363,0.005143
faq/alpha_soup.html#ISO,,,0.000363,0.005143
faq/alpha_soup.html#W3C,,,0.000363,0.005143
faq/attribution.html#AF,,,0.000403,0.013682
faq/attribution.html#CWC,,,0.000359,0.001912
faq/attribution.html#JC,,,0.000413,0.012514
faq/attribution.html#JDA,,,0.00036,0.001912
faq/attribution.html#KP,,,0.000362,0.00322
faq/attribution.html#KW,,,0.000362,0.001912
faq/attribution.html#MD,,,0.000362,0.00322
faq/attribution.html#OS,,,0.000357,0.004624
faq/attribution.html#PC,,,0.00036,0.001912
faq/attribution.html#SRL,,,0.000359,0.001912
faq/casemap_charprop.html#11,,,0.000355,0.002176
faq/casemap_charprop.html#14,,,0.000362,0.004991
faq/char_combmark.html#12,,,0.00036,0.001912
faq/char_combmark.html#13,,,0.00036,0.001912
faq/char_combmark.html#17,,,0.000375,0.006377
faq/han_cjk.html#3,,,0.000355,0.004991
faq/hex-digit-values.txt,,,0.000357,0.004624
faq/indic.html#15,,,0.00036,0.005576
faq/ligature_digraph.html#3,,,0.000362,0.00322
faq/ligature_digraph.html#Dig2,,,0.000362,0.00322
faq/ligature_digraph.html#PForms,,,0.000381,0.004466
faq/normalization.html#8,,,0.000369,0.004466
faq/private_use.html#noncharacters,,,0.000382,0.009295
faq/private_use.html#privateuse,,,0.000357,0.004624
faq/utf_bom.html#bom1,,,0.000367,0.002536
faq/utf_bom.html#utf16-11,,,0.000355,0.007383
font_keyboard.html#3,,,0.000355,0.004991
font_keyboard.html#7,,,0.000357,0.002468
font_policy.html,,,0.000362,0.011616
fonts.html,,,0.000393,0.01152
fr/,,,0.000415,0.057927
ftp://ftp.iana.org/tz/releases/,,,0.00035,0.009026
ftp://ftp.unicode.org/Public,,,0.000378,0.066712
ftp://ftp.unicode.org/Public/UCD/latest/ucd/CaseFolding.txt,,,0.000357,0.004624
ftp://ftp.unicode.org/Public/UCD/latest/ucd/SpecialCasing.txt,,,0.000365,0.004624
