Id,Content Type,Page Type,Subdomain,Label,timeset,pageranks,eigencentrality
http://www.cs.auckland.ac.nz/~pgut001/pubs/phishing.pdf,,pdf,,,,0.000355,0.002176
http://www.cs.cuhk.edu.hk/~irg,,out,,,,0.00036,0.006764
http://www.csc.fi/english,,out,,,,0.000353,0.004514
http://www.currency-iso.org/en/home/tables.html,,html,,,,0.00035,0.009026
http://www.ddj.com/architect/184410264,,out,,,,0.000355,0.007377
http://www.decodeunicode.org/,,out,,,,0.000361,0.009138
http://www.decotype.com,,out,,,,0.000355,0.004186
http://www.denic.de/,,out,,,,0.000353,0.004514
http://www.diendan.org/nhung-con-nguoi/do-ba-phuoc-1952-2015,,out,,,,0.000372,0.004539
http://www.digicert.com,,out,,,,0.000355,0.004186
http://www.dkuug.dk/jtc1/sc2/wg2/docs/n1866.pdf,,pdf,,,,0.000355,0.006207
http://www.duckduckgo.com,,out,,,,0.00052,0.037323
http://www.duden.de/rechtschreibung/downloaden,,out,,,,0.00035,0.009026
http://www.eki.ee,,out,,,,0.000357,0.000545
http://www.evertype.com,,out,,,,0.000375,0.008854
http://www.evertype.com/,,out,,,,0.000398,0.007774
http://www.evertype.com/formal.html,,out,,,,0.00036,0.001912
http://www.evertype.com/standards/csur/,,out,,,,0.000367,0.002536
http://www.evertype.com/standards/iso10646/pdf/naxi-geba.pdf,,pdf,,,,0.000355,0.006207
http://www.evertype.com/standards/iso10646/pdf/rongorongo.pdf,,pdf,,,,0.000355,0.006207
http://www.evertype.com/standards/sc4/,,out,,,,0.000353,0.004514
http://www.facebook.com,,out,,,,0.000355,0.004186
http://www.facebook.com/pages/Friends-of-Unicode/127785250588285,,out,,,,0.000416,0.059677
http://www.factbites.com/topics/Chinese-input-methods-for-computers,,out,,,,0.000355,0.004991
http://www.fontlab.com/,,out,,,,0.00036,0.005576
http://www.fontmaster.nl/english/OTMaster_rdrct.html,,html,,,,0.000358,0.002201
http://www.fourmilab.ch/webtools/demoroniser/,,out,,,,0.000371,0.001912
http://www.francophonie.org/English.html,,html,,,,0.000353,0.004514
http://www.gala-global.org/,,out,,,,0.000353,0.004514
http://www.globalbydesign.com/2006/07/18/unicode-turns-50-today/,,out,,,,0.000355,0.007377
http://www.gmane.org/,,out,,,,0.000367,0.013561
http://www.gnome.org/,,out,,,,0.000353,0.004514
http://www.gnu.org/software/libiconv/,,out,,,,0.000375,0.001912
http://www.google.com,,out,,,,0.000355,0.004186
http://www.google.com/,,out,,,,0.00052,0.037323
http://www.google.com/search?q=input+method+editor,,out,,,,0.000355,0.004991
http://www.hluce.org/asia.aspx,,out,,,,0.000397,0.004101
http://www.hpl.hp.com/personal/ange/archives/archives-95/http-wg-archive/0313.html,,out,,,,0.000355,0.007377
http://www.htpassport.com,,out,,,,0.000355,0.004186
http://www.huawei.com,,out,,,,0.000355,0.004186
http://www.i18nguy.com/UnicodeBenefits.html,,out,,,,0.00036,0.00861
http://www.i18nguy.com/unicode-example.html,,out,,,,0.00036,0.00861
http://www.iab.org/,,out,,,,0.000358,0.00486
http://www.iana.org/assignments/character-sets,,out,,,,0.000356,0.003874
http://www.iana.org/assignments/language-subtag-registry,,out,,,,0.00035,0.009026
http://www.iana.org/time-zones,,out,,,,0.00035,0.009026
http://www.ibm.com,,out,,,,0.000355,0.004186
http://www.ibm.com/software/globalization/cdra/index.jsp,,out,,,,0.000356,0.003874
http://www.icann.org/,,out,,,,0.000353,0.004514
http://www.icu-project.org/,,out,,,,0.000375,0.019264
http://www.icu-project.org/apiref/icu4c/classMessageFormat.html,,html,,,,0.00035,0.009026
http://www.icu-project.org/apiref/icu4c/classRuleBasedNumberFormat.html,,html,,,,0.00035,0.009026
http://www.icu-project.org/apiref/icu4c/umsg_8h.html,,html,,,,0.00035,0.009026
http://www.icu-project.org/apiref/icu4j/com/ibm/icu/text/UnicodeSet.html,,html,,,,0.00035,0.009026
http://www.icu-project.org/charts/charset/,,out,,,,0.000357,0.002468
http://www.icu-project.org/docs/papers/globalizing_software.ppt,,out,,,,0.00036,0.00861
http://www.icu-project.org/docs/papers/supplementaries_iuc21.ppt,,out,,,,0.00036,0.00861
http://www.icu-project.org/docs/papers/unicode_overview.ppt,,out,,,,0.00036,0.00861
http://www.icu-project.org/userguide/,,out,,,,0.000357,0.002468
http://www.icu-project.org/userguide/boundaryAnalysis.html,,html,,,,0.00035,0.009026
http://www.icu-project.org/userguide/Collate_Customization.html,,html,,,,0.00035,0.009026
http://www.icu-project.org/userguide/conversion-data.html,,html,,,,0.000357,0.002468
http://www.icu-project.org/userguide/Transformations.html,,html,,,,0.00035,0.009026
http://www.icu-project.org/userguide/unicodeSet.html,,html,,,,0.00035,0.009026
http://www.idrc.ca/EN/Pages/default.aspx,,out,,,,0.000353,0.004514
http://www.iec.ch,,out,,,,0.000372,0.010002
http://www.ietf.org,,out,,,,0.000363,0.005143
http://www.ietf.org/,,out,,,,0.000362,0.009374
http://www.ietf.org/about/process-docs.html,,html,,,,0.000363,0.005143
http://www.ietf.org/html.charters/wg-dir.html,,html,,,,0.000363,0.005143
http://www.ietf.org/ID.html,,html,,,,0.000358,0.00486
http://www.ietf.org/iesg.html,,html,,,,0.000358,0.00486
http://www.ietf.org/rfc/rfc2026.txt,,out,,,,0.000363,0.005143
http://www.ietf.org/rfc/rfc2130.txt,,out,,,,0.000356,0.003874
http://www.ietf.org/rfc/rfc2277.txt,,out,,,,0.000356,0.003874
http://www.ietf.org/rfc/rfc2850.txt,,out,,,,0.000358,0.00486
http://www.ietf.org/rfc/rfc3492.txt,,out,,,,0.000356,0.003874
http://www.ietf.org/rfc/rfc3629.txt,,out,,,,0.000355,0.007383
http://www.ietf.org/rfc/rfc3935.txt,,out,,,,0.000358,0.00486
http://www.ietf.org/rfc/rfc5234.txt,,out,,,,0.00035,0.009026
http://www.ietf.org/rfc/rfc6067.txt,,out,,,,0.00035,0.009026
http://www.ietf.org/rfc/rfc6497.txt,,out,,,,0.00035,0.009026
http://www.ietf.org/wg/,,out,,,,0.000358,0.00486
http://www.incits.org,,out,,,,0.000372,0.010002
http://www.incits.org/,,out,,,,0.000358,0.003399
http://www.infitt.com/newsite/,,out,,,,0.000372,0.004539
http://www.infitt.org/ti2009/day3/TIC%202009%20communique%20(English).pdf,,pdf,,,,0.000374,0.004794
http://www.infoterm.info,,out,,,,0.000357,0.000545
http://www.iso.org/iso/en/prods-services/ISOstore/store.html,,html,,,,0.000375,0.002185
http://www.iso.org/iso/iso_technical_committee.html%3Fcommid%3D45050,,html,,,,0.000365,0.010164
http://www.iso.org/iso/jtc1_home.html,,html,,,,0.000365,0.010164
http://www.itu.int,,out,,,,0.000367,0.009657
http://www.itu.int/opb/publications.aspx?parent=T-SP&view=T-SP2,,out,,,,0.00035,0.009026
http://www.iwatafont.co.jp/news/pr6.html,,html,,,,0.000358,0.002201
http://www.javaworld.com/javaworld/jw-01-1998/jw-01-indepth_p.html,,out,,,,0.000355,0.007377
http://www.jhu.edu/~gazette/2000/nov1300/13cuneif.html,,html,,,,0.000355,0.007377
http://www.jhu.edu/digitalhammurabi/ice/ice.html,,html,,,,0.000353,0.004514
http://www.joelonsoftware.com/articles/Unicode.html,,out,,,,0.000355,0.007377
http://www.jsa.or.jp/default_english.asp,,out,,,,0.000357,0.002468
http://www.jtc1.org,,out,,,,0.000358,0.00486
http://www.kika.tech,,out,,,,0.000355,0.004186
http://www.kokusaika.jp/en/info/149-news-20100409.html,,html,,,,0.000372,0.004539
http://www.kotus.fi/index.phtml?l=en,,html,,,,0.000353,0.004514
http://www.le-dictionnaire.com/definition.php?mot=downloader,,out,,,,0.00035,0.009026
http://www.legacy.com/obituaries/mercurynews/obituary.aspx?pid=158762823,,out,,,,0.000372,0.004539
http://www.linguistics.berkeley.edu/,,out,,,,0.000355,0.004186
http://www.linguistics.berkeley.edu/sei,,out,,,,0.000355,0.006207
http://www.linguistics.berkeley.edu/sei/USR.html,,html,,,,0.000361,0.00404
http://www.linux.com/articles/39911,,out,,,,0.000355,0.007377
http://www.linux.com/feature/60386,,out,,,,0.000355,0.007377
http://www.linuxjournal.com/article.php?sid=7711,,out,,,,0.000355,0.007377
http://www.loc.gov/index.html,,html,,,,0.000353,0.004514
http://www.loc.gov/marc/specifications/specchareacc.html,,html,,,,0.000357,0.002468
http://www.loc.gov/standards/iso639-2/langcodes.html,,html,,,,0.00035,0.009026
http://www.lsadc.org/,,out,,,,0.000353,0.004514
http://www.lulu.com/spotlight/unicode,,out,,,,0.000411,0.021962
http://www.mcfmyanmar.org/myanmar-unicode-converter/,,out,,,,0.000359,0.001912
http://www.microsoft.com,,out,,,,0.000355,0.004186
http://www.microsoft.com/typography/developers/opentype/default.htm,,out,,,,0.00036,0.005576
http://www.microsoft.com/typography/developers/volt/default.htm,,out,,,,0.000367,0.010568
http://www.microsoft.com/typography/otspec/cmap.htm,,out,,,,0.000358,0.002201
http://www.microsoft.com/typography/otspec/otlist.htm,,out,,,,0.000355,0.004991
http://www.microsoft.com/typography/tools/vtt.htm,,out,,,,0.000355,0.004991
http://www.microsoft.com/typography/tt/tt.htm,,out,,,,0.000367,0.010568
http://www.microsoft.com/typography/VOLT%20and%20InDesign/ligatures.mspx,,out,,,,0.000362,0.00322
http://www.monotypeimaging.com,,out,,,,0.000355,0.004186
http://www.mosict.gov.bd,,out,,,,0.000355,0.004186
http://www.mozilla.com/,,out,,,,0.000371,0.004539
http://www.mozilla.org/,,out,,,,0.000353,0.004514
http://www.multilingual.com/articleDetail.php?id=606,,out,,,,0.000355,0.007377
http://www.multilingual.com/articleDetail.php?id=757,,out,,,,0.000355,0.007377
http://www.multilingual.com/articleDetail.php?id=937,,out,,,,0.000355,0.007377
http://www.neh.gov,,out,,,,0.000353,0.004514
http://www.netflix.com,,out,,,,0.000355,0.004186
http://www.nic.at,,out,,,,0.000355,0.002176
http://www.nic.de,,out,,,,0.000355,0.002176
http://www.nomfoundation.org,,out,,,,0.000372,0.004539
http://www.novasteps.com/shake-n-break.html,,out,,,,0.000359,0.001912
http://www.nyu.edu/its/pubs/connect/archives/96fall/hargitaivillage.html,,html,,,,0.000355,0.007377
http://www.oasis-open.org/committees/tc_home.php?wg_abbrev=xliff,,out,,,,0.000353,0.004514
http://www.oasis-open.org/cover/unicode-xml.html,,html,,,,0.000355,0.007377
http://www.oclc.org,,out,,,,0.000355,0.004186
http://www.oclc.org/us/en/global/default.htm,,out,,,,0.000353,0.004514
http://www.ofis-bzh.org/index.php,,out,,,,0.000353,0.004514
http://www.ohchr.org/EN/UDHR/,,out,,,,0.000387,0.01092
http://www.omg.org,,out,,,,0.000416,0.014191
http://www.openi18n.org/,,out,,,,0.000353,0.004514
http://www.openoffice.org/,,out,,,,0.000353,0.004514
http://www.open-std.org/jtc1/sc22/wg20/docs/n897-14652w25.pdf,,pdf,,,,0.00035,0.009026
http://www.open-std.org/jtc1/sc22/wg20/docs/n948-J1N6769-14652.pdf,,pdf,,,,0.00035,0.009026
http://www.opoudjis.net/unicode/unicode.html,,html,,,,0.00038,0.001912
http://www.oracle.com,,out,,,,0.000355,0.004186
http://www.oracle.com/technology/pub/columns/trute_unicode.html,,out,,,,0.000355,0.007377
http://www.pacificlinks.org,,out,,,,0.000372,0.004539
http://www.panlex.org,,out,,,,0.000355,0.004186
http://www.perlfoundation.org/,,out,,,,0.00036,0.0087
http://www.phon.ucl.ac.uk/home/wells/blog.htm,,html,blog,,,0.000355,0.007377
http://www.phon.ucl.ac.uk/home/wells/dia/diacritics-revised.htm,,out,,,,0.000357,0.004624
http://www.rfc-editor.org/,,out,,,,0.000358,0.00486
http://www.rfc-editor.org/rfc/bcp/bcp47.txt,,out,,,,0.00035,0.009026
http://www.sap.com,,out,,,,0.000355,0.004186
http://www.sap.info/en/industries/manufacturing_industries/consumer_products/20090312_SDSALZ_en.html,,html,,,,0.000369,0.007504
http://www.sas.com,,out,,,,0.000355,0.004186
http://www.scholarly-societies.org/editorial_20011220.html,,html,,,,0.000355,0.007377
http://www.sciam.com/article.cfm?articleID=0008C786-91DB-1CD6-B4A8809EC588EEDF,,out,,,,0.000355,0.007377
http://www.scriptsource.org,,out,,,,0.00039,0.018538
http://www.sdtimes.com/article/story-20061015-05.html,,out,,,,0.000355,0.007377
http://www.shopify.com,,out,,,,0.000355,0.004186
http://www.siao2.com/,,out,,,,0.000372,0.004539
http://www.sil.org,,out,,,,0.000355,0.004186
http://www.sil.org/,,out,,,,0.000353,0.004514
http://www.sil.org/computing/catalog/show_software.asp?id=112,,out,,,,0.000362,0.00322
http://www.sil.org/computing/catalog/show_software.asp?id=91,,out,,,,0.000362,0.00322
http://www.simson.net/ref/2006/CHI-security-toolbar-final.pdf,,pdf,,,,0.000355,0.002176
http://www.sis.se/terminologi-och-dokumentation/sis-tk-445,,out,,,,0.000353,0.004514
http://www.sla.org/,,out,,,,0.000353,0.004514
http://www.standard.no/,,out,,,,0.000353,0.004514
http://www.tamilvu.org,,out,,,,0.000355,0.004186
http://www.tbray.org/ongoing/When/200x/2003/04/06/Unicode,,out,,,,0.000355,0.007377
http://www.tbray.org/ongoing/When/200x/2003/04/26/UTF,,out,,,,0.000355,0.007377
http://www.tbray.org/ongoing/When/200x/2006/06/19/Unicode-Blues,,out,,,,0.000355,0.007377
http://www.tbray.org/ongoing/When/200x/2006/10/22/Unicode-and-Ruby,,out,,,,0.000355,0.007377
http://www.teradata.com/,,out,,,,0.000355,0.004186
http://www.tinder.com/,,out,,,,0.000355,0.004186
http://www.tlg.uci.edu/,,out,,,,0.000353,0.004514
http://www.twitter.com/,,out,,,,0.000355,0.004186
http://www.unece.org/cefact/codesfortrade/codes_index.htm,,out,,,,0.00035,0.009026
http://www.unece.org/cefact/locode/welcome.html,,html,,,,0.00035,0.009026
http://www.unicodeconference.org/,,out,,,,0.000411,0.009677
http://www.unicodeconference.org/past-conferences.htm,,out,,,,0.00038,0.009677
http://www.unicodeconference.org/press-release-a.htm,,out,,,,0.000352,0.007325
http://www.unicodeconference.org/uni,,out,,,,0.000435,0.064209
http://www.uni-giessen.de,,out,,,,0.000355,0.002176
http://www.vta.org,,out,,,,0.000391,0.000833
http://www.w3.org,,out,,,,0.000363,0.005143
http://www.w3.org/2001/12/Glossary,,out,,,,0.000358,0.00486
http://www.w3.org/2003/entities/iso8879doc/isodia.html,,html,,,,0.000357,0.004624
http://www.w3.org/International/,,out,,,,0.000363,0.005143
http://www.w3.org/International/articlelist,,out,,,,0.00036,0.00861
http://www.w3.org/International/core,,out,,,,0.000371,0.001912
http://www.w3.org/International/core/,,out,,,,0.000353,0.004514
http://www.w3.org/International/technique-index,,out,,,,0.00036,0.00861
http://www.w3.org/TR/charmod/,,out,,,,0.000356,0.003874
http://www.w3.org/TR/charmod/#URIs,,out,#,,,0.000371,0.001912
http://www.w3.org/TR/html401/charset.html#spec-char-encoding,,html,#,,,0.000371,0.001912
http://www.w3.org/TR/html401/references.html#ref-RFC2616,,html,#,,,0.000371,0.001912
http://www.w3.org/TR/japanese-xml/,,out,,,,0.000357,0.002468
http://www.w3.org/TR/japanese-xml/#AEN29832832,,out,#,,,0.000357,0.002468
http://www.w3.org/TR/japanese-xml/#ambiguity_of_yen,,out,#,,,0.000357,0.002468
http://www.w3.org/TR/REC-xml/,,out,,,,0.00035,0.009026
http://www.w3.org/TR/REC-xml-names/,,out,,,,0.00035,0.009026
http://www.w3.org/TR/xpath/,,out,,,,0.00035,0.009026
http://www.w3.org/XML/Schema,,out,,,,0.00035,0.009026
http://www.watchthatpage.com,,out,,,,0.000367,0.013561
http://www.wenlin.com/,,out,,,,0.000355,0.004186
http://www.wikipedia.org/,,out,,,,0.000368,0.001912
http://www.yahoo.com/,,out,,,,0.00052,0.037323
http://www.zhongyicts.com.cn/,,out,,,,0.000355,0.004186
http://www.zrc-sazu.si/ungegn/,,out,,,,0.000358,0.004514
http://www8.plala.or.jp/tkubota1/unicode-symbols-map2.html,,html,,,,0.000357,0.002468
http://xml.coverpages.org/iceBaltimoreSun20001113.html,,html,,,,0.000355,0.007377
http://yozvox.web.infoseek.co.jp/,,out,,,,0.000358,0.002201
http://zawgyi-unicode-test.appspot.com/,,out,,,,0.000359,0.001912
https:///reporting.html,,html,,,,0.000376,0.054532
https://accounts.google.com/ServiceLogin?continue=http://sites.google.com/site/unicodelitc/home&service=jotspot,,out,,,,0.000359,0.00473
https://bitbucket.org/jsbien/unihistext,,out,,,,0.000357,0.004624
https://blogs.adobe.com/CCJKType/files/2016/11/top-ten-lists-2016.pdf,,pdf,,,,0.000355,0.007383
https://cs.fit.edu/media/TechnicalReports/cs-2002-10.pdf,,pdf,,,,0.000368,0.004466
https://developer.apple.com/fonts/,,out,,,,0.000367,0.010568
https://developer.apple.com/fonts/TrueType-Reference-Manual/,,out,,,,0.000355,0.004991
https://doublethedonation.com/unicode,,out,,,,0.00036,0.004857
https://drafts.csswg.org/css-text/#line-break-property,,out,#,,,0.00035,0.009026
https://drafts.csswg.org/css-text/#word-break-property,,out,#,,,0.00035,0.009026
https://en.oxforddictionaries.com/definition/spanglish,,out,,,,0.00035,0.009026
https://en.wikipedia.org/wiki/PayPaI,,out,,,,0.000365,0.004466
https://gist.github.com/swanhtet1992/92898e667c67bf0dff90,,out,,,,0.000359,0.001912
https://gist.github.com/trhura/b60ff85937d79812ddff,,out,,,,0.000359,0.001912
https://github.com/briandfoy/Unicode-Tussle,,out,,,,0.000357,0.004624
https://github.com/googlei18n/myanmar-tools,,out,,,,0.000359,0.001912
https://github.com/greenlikeorange/knayi-myscript,,out,,,,0.000359,0.001912
https://github.com/saturngod/Unicode-Zawgyi-Converter,,out,,,,0.000359,0.001912
https://github.com/unicode-org/uli-docs/issues/3,,out,,,,0.000369,0.00473
https://mojikiban.ipa.go.jp/,,out,,,,0.000354,0.016071
https://msdn.microsoft.com/en-us/globalization/mt644793,,out,,,,0.00036,0.005576
https://my.adobeconnect.com/lunde/,,out,,,,0.000376,0.000961
https://plus.google.com/109412260435993059737,,out,,,,0.000404,0.054532
https://plus.google.com/114199149796022210033?rel=author,,out,,,,0.000365,0.023367
https://plus.google.com/117587389715494866571?rel=author,,out,,,,0.000359,0.01751
https://r12a.github.io/scripts/tutorial/,,out,,,,0.00036,0.00861
https://twitter.com/Athletics/status/804086215527964673,,out,,,,0.00036,0.004857
https://twitter.com/GoogleDesign/status/963826961536704512,,out,,,,0.00036,0.004857
https://w3techs.com/technologies/details/en-utf8/all/all,,out,,,,0.000356,0.007438
https://wenlin.com/cdl,,out,,,,0.000355,0.004991
https://wikimediafoundation.org/wiki/Home,,out,,,,0.000373,0.004101
https://www.adobe.com/devnet/opentype/afdko.html,,out,,,,0.000355,0.004991
https://www.amazon.fr/dp/2765409749?tag=unicode0a-21&camp=1414&creative=6410&linkCode=as1&creativeASIN=2765409749&adid=10XY3DCXG31M78PZ5VQQ&,,out,,,,0.000362,0.005763
"https://www.google.com/maps/place/222+Caspian+Dr,+Sunnyvale,+CA+94089",,out,,,,0.000391,0.000833
https://www.iana.org/assignments/language-subtag-registry/language-subtag-registry,,out,,,,0.000389,0.009399
https://www.iso.org/committee/45050.html,,html,,,,0.000357,0.000545
https://www.iso.org/committee/48104.html,,html,,,,0.000357,0.000545
https://www.iso.org/committee/48750.html,,html,,,,0.000357,0.000545
https://www.iso.org/iso-3166-country-codes.html,,html,,,,0.000389,0.009399
https://www.iso.org/iso-4217-currency-codes.html,,html,,,,0.000389,0.009399
https://www.itscj.ipsj.or.jp/itscj_english/iso-ir/ISO-IR.pdf,,pdf,,,,0.000353,0.003399
https://www.loc.gov/,,out,,,,0.000357,0.000545
https://www.microsoft.com/en-us/Typography/default.aspx,,out,,,,0.000355,0.004991
https://www.microsoft.com/en-us/Typography/SpecificationsOverview.aspx,,out,,,,0.000371,0.005576
https://www.nextiva.com,,out,,,,0.000355,0.004186
https://www.pcworld.com/article/145089/article.html,,out,,,,0.000355,0.007377
https://www.pik.bzh,,out,,,,0.000355,0.004186
https://www.w3.org/International/questions/qa-choosing-encodings#avoid,,out,#,,,0.000368,0.004466
https://www.w3.org/TR/html5/document-metadata#charset,,html,#,,,0.000368,0.004466
https://www.wikipedia.org,,out,,,,0.000366,0.008922
img/donate-bevelled2.png,,image,,,,0.000376,0.054532
img/icon-blogger_32.png,,image,,,,0.000376,0.054532
img/icon-facebook_32.png,,image,,,,0.000376,0.054532
img/icon-gplus-32-shadow.png,,image,,,,0.000376,0.054532
img/icon-rss_32.png,,image,,,,0.000376,0.054532
img/icon-twitter_32.png,,image,,,,0.000376,0.054532
img/iuc42-banner-sd.jpg,,image,,,,0.000376,0.054532
img/new.gif,,image,,,,0.000376,0.054532
index.html,,html,,,,0.000615,0.083428
iso15924/codechanges.html,,html,,,,0.000348,0.00064
internships.html,,html,,,,0.000382,0.018538
ipr_policy.html,,html,,,,0.000362,0.011616
iso15924/iso15924chform.html,,html,,,,0.000399,0.00082
iso15924/standard/index.html,,html,,,,0.00035,0.009026
iso15924chform.html,,html,,,,0.000413,0.001365
iso15924-codes.html,,html,,,,0.000406,0.003922
iso15924-en.html,,html,,,,0.000387,0.003922
iso15924form.html,,html,,,,0.000457,0.010039
iso15924-fr.html,,html,,,,0.000387,0.003922
iso15924jac.html,,html,,,,0.000403,0.009399
iso15924-num.html,,html,,,,0.000387,0.003922
iso15924-text.html,,html,,,,0.000436,0.004562
ivd/index.html,,html,,,,0.000377,0.007197
javascript:;,,out,,,,0.000366,0.011692
join.html,,html,,,,0.000365,0.015424
keyboards.html,,html,,,,0.000393,0.01152
L2/all-docs.html,,html,,,,0.000411,0.028803
L2/L1990/Register-1990.html,,html,,,,0.000353,0.003399
L2/L1991/Register-1991.html,,html,,,,0.000353,0.003399
L2/L1991-UTC/RegisterUTC-1991.html,,html,,,,0.000353,0.003399
L2/L1992/Register-1992.html,,html,,,,0.000353,0.003399
L2/L1992-UTC/RegisterUTC-1992.html,,html,,,,0.000353,0.003399
L2/L1993/Register-1993.html,,html,,,,0.000353,0.003399
L2/L1993-UTC/RegisterUTC-1993.html,,html,,,,0.000353,0.003399
L2/L1994/Register-1994.html,,html,,,,0.000353,0.003399
L2/L1994-UTC/RegisterUTC-1994.html,,html,,,,0.000353,0.003399
L2/L1995/Register-1995.html,,html,,,,0.000353,0.003399
L2/L1995-UTC/RegisterUTC-1995.html,,html,,,,0.000353,0.003399
L2/L1996/Register-1996.html,,html,,,,0.000353,0.003399
L2/L1996-UTC/RegisterUTC-1996.html,,html,,,,0.000353,0.003399
L2/L1997/Register-1997.html,,html,,,,0.000353,0.003399
L2/L1997-UTC/RegisterUTC-1997.html,,html,,,,0.000353,0.003399
L2/L1998/Register-1998.html,,html,,,,0.000353,0.003399
L2/L1998-UTC/RegisterUTC-1998.html,,html,,,,0.000353,0.003399
L2/L1999/n1959.pdf,,pdf,,,,0.000355,0.006207
L2/L1999/Register-1999.html,,html,,,,0.000353,0.003399
L2/L1999-UTC/RegisterUTC-1999.html,,html,,,,0.000353,0.003399
L2/L2000/Register-2000.html,,html,,,,0.000353,0.003399
L2/L2000-UTC/RegisterUTC-2000.html,,html,,,,0.000353,0.003399
L2/L2001/Register-2001.html,,html,,,,0.000353,0.003399
L2/L2002/Register-2002.html,,html,,,,0.000353,0.003399
L2/L2003/Register-2003.html,,html,,,,0.000353,0.003399
L2/L2004/Register-2004.html,,html,,,,0.000353,0.003399
L2/L2005/Register-2005.html,,html,,,,0.000353,0.003399
L2/L2006/Register-2006.html,,html,,,,0.000353,0.003399
L2/L2007/Register-2007.html,,html,,,,0.000353,0.003399
L2/L2008/Register-2008.html,,html,,,,0.000353,0.003399
L2/L2009/Register-2009.html,,html,,,,0.000353,0.003399
L2/L2010/10005-n3756-loma.pdf,,pdf,,,,0.000355,0.006207
L2/L2010/10063-n3762-kpelle.pdf,,pdf,,,,0.000355,0.006207
L2/L2010/10231-n3842-balti.pdf,,pdf,,,,0.000355,0.006207
L2/L2010/10295-pyu-chart.pdf,,pdf,,,,0.000355,0.006207
L2/L2010/Register-2010.html,,html,,,,0.000353,0.003399
L2/L2011/11103-balti-b.pdf,,pdf,,,,0.000355,0.006207
L2/L2011/11106-gurung-khema.pdf,,pdf,,,,0.000355,0.006207
L2/L2011/11145-kirat-rai.pdf,,pdf,,,,0.000355,0.006207
L2/L2011/11178-n4043.pdf,,pdf,,,,0.000355,0.006207
L2/L2011/11280-n4128-moon.pdf,,pdf,,,,0.000355,0.006207
L2/L2011/11362-n4146-woleai.pdf,,pdf,,,,0.000355,0.006207
L2/L2011/Register-2011.html,,html,,,,0.000353,0.003399
L2/L2012/12125-kawi.pdf,,pdf,,,,0.000355,0.006207
L2/L2012/12228-n4292-afaka.pdf,,pdf,,,,0.000355,0.006207
L2/L2012/12229-n4293-bagam.pdf,,pdf,,,,0.000355,0.006207
L2/L2012/12311-n4323-mwangwego.pdf,,pdf,,,,0.000355,0.006207
L2/L2012/Register-2012.html,,html,,,,0.000353,0.003399
L2/L2013/13229-eskaya.pdf,,pdf,,,,0.000355,0.006207
L2/L2013/13230-intro-khimhun-tangsa.pdf,,pdf,,,,0.000355,0.006207
L2/L2013/13231-intro-mossang-tangsa.pdf,,pdf,,,,0.000355,0.006207
L2/L2013/Register-2013.html,,html,,,,0.000353,0.003399
L2/L2014/14009r-power-symbol.pdf,,pdf,,,,0.000361,0.011468
L2/L2014/14219r-n4628-adlam.pdf,,pdf,,,,0.000355,0.006207
L2/L2014/14285r3-newa.pdf,,pdf,,,,0.000355,0.006207
L2/L2014/Register-2014.html,,html,,,,0.000353,0.003399
L2/L2015/15004r-soyombo.pdf,,pdf,,,,0.000355,0.006207
L2/L2015/15066r-diwani-siyaq.pdf,,pdf,,,,0.000355,0.006207
L2/L2015/15090r-masaram-gondi.pdf,,pdf,,,,0.000355,0.006207
L2/L2015/15121r2-indic-siyaq.pdf,,pdf,,,,0.000355,0.006207
L2/L2015/15122r-persian-siyaq.pdf,,pdf,,,,0.000355,0.006207
L2/L2015/15233-makasar.pdf,,pdf,,,,0.000355,0.006207
L2/L2015/15234r-dogra.pdf,,pdf,,,,0.000355,0.006207
L2/L2015/15235-gunjala-gondi.pdf,,pdf,,,,0.000355,0.006207
L2/L2015/15245-n4697-nushu.pdf,,pdf,,,,0.000355,0.006207
L2/L2015/15337-zanabazar-square.pdf,,pdf,,,,0.000355,0.006207
L2/L2015/Register-2015.html,,html,,,,0.000353,0.003399
L2/L2016/16014-paucinhau-syllabary.pdf,,pdf,,,,0.000355,0.006207
L2/L2016/16069-n4709-garay-revision.pdf,,pdf,,,,0.000355,0.006207
L2/L2016/16101r-medefaidrin.pdf,,pdf,,,,0.000355,0.006207
L2/L2016/16245r-n4738r2-khitan-small.pdf,,pdf,,,,0.000355,0.006207
L2/L2016/16311r-hanifi-rohingya.pdf,,pdf,,,,0.000355,0.006207
L2/L2016/16312r-old-sogdian.pdf,,pdf,,,,0.000355,0.006207
L2/L2016/16371r2-sogdian.pdf,,pdf,,,,0.000355,0.006207
L2/L2016/Register-2016.html,,html,,,,0.000355,0.008987
L2/L2017/17002r3-n4780r3-nyiakeng-puachue-hmong.pdf,,pdf,,,,0.000355,0.006207
L2/L2017/17067r2-n4787r2-wancho.pdf,,pdf,,,,0.000355,0.006207
L2/L2017/17162-nandinagari.pdf,,pdf,,,,0.000355,0.006207
L2/L2017/17226r2-elymaic.pdf,,pdf,,,,0.000355,0.006207
L2/L2017/17348r-ottoman-siyaq.pdf,,pdf,,,,0.000355,0.006207
L2/L2017/Register-2017.html,,html,,,,0.000355,0.008987
L2/L2018/18016r-dives-akuru.pdf,,pdf,,,,0.000355,0.006207
L2/L2019/Register-2019.html,,html,,,,0.00035,0.005587
L2/L2020/Register-2020.html,,html,,,,0.00035,0.005587
